1 0.00 0.00 0.00
2 1.00 1.54 1.53
3 2.70 3.53 3.60
4 4.67 6.01 6.29
5 7.14 8.74 9.14
6 9.91 11.98 11.72
7 12.79 16.17 15.96
8 15.65 19.42 19.36
9 19.10 23.14 23.09
10 22.66 27.34 27.63
11 26.26 31.40 31.09
12 30.19 35.83 36.01
13 33.74 41.20 41.27
14 37.80 45.63 45.89
15 41.88 50.56 50.23
16 45.81 55.15 55.94
17 49.70 62.49 62.16
18 54.33 66.58 67.87
19 58.89 71.67 72.33
20 63.91 77.24 75.28
21 68.28 81.69 82.84
22 72.84 86.54 91.35
23 77.80 93.73 96.56
24 81.75 103.19 101.38
25 86.55 109.85 107.56
26 91.82 111.18 111.15
27 97.12 118.21 118.84
28 101.37 127.83 127.52
29 106.87 134.10 132.44
30 111.13 135.22 137.69
31 116.26 142.97 145.08
32 121.51 153.00 149.38
33 127.55 157.50 155.02
34 132.34 164.51 164.59
35 137.24 175.79 169.12
36 143.22 180.88 174.39
37 148.70 182.26 186.29
38 154.28 190.42 189.04
39 159.43 196.52 196.78
40 164.56 201.48 211.02
41 170.98 214.00 212.93
42 176.91 216.85 219.99
43 181.79 226.48 225.84
44 188.05 229.17 233.03
45 192.83 238.60 239.00
46 199.05 245.29 248.65
47 204.02 253.05 253.01
48 210.16 262.44 262.99
49 216.09 265.58 270.19
50 222.15 279.41 271.04
51 228.20 281.01 287.12
52 233.39 289.82 291.51
53 240.36 301.29 297.81
54 244.76 311.65 311.35
55 251.32 308.65 314.04
56 256.72 319.80 319.19
57 263.67 327.36 326.92
58 268.81 329.81 338.42
59 275.33 338.09 348.98
60 280.67 351.53 351.06
61 287.23 362.51 358.33
62 293.13 369.70 369.52
63 299.48 372.92 372.83
64 305.13 382.20 383.32
65 311.64 396.79 381.07
66 317.71 393.37 400.59
67 324.39 404.68 395.41
68 330.86 417.67 414.83
69 336.73 426.04 418.81
70 342.68 429.94 437.57
71 349.02 431.48 439.91
72 355.44 452.79 446.19
73 362.97 446.70 457.51
74 369.68 466.98 467.35
75 376.20 475.80 465.28
76 383.11 475.84 474.63
77 388.00 489.75 479.27
78 395.59 497.49 496.27
79 401.55 502.05 513.36
80 409.42 510.33 513.22
81 414.28 516.74 525.77
82 421.75 520.88 539.14
83 428.34 540.42 536.39
84 435.08 546.71 539.11
85 442.45 555.69 555.71
86 447.59 565.09 563.93
87 454.40 556.80 561.25
88 460.81 578.94 576.24
89 467.69 586.22 585.47
90 474.81 593.45 598.35
91 480.86 600.10 599.03
92 487.41 612.02 614.69
93 493.63 625.29 611.04
94 502.20 632.61 638.07
95 506.95 636.07 631.13
